id,serviceScore, shiftStartTime, shiftEndTime,shiftDuration,currentLat,currentLon,headingLat,headingLon,available,emptyCarMode,currentServePaxId,timeUntilAvailable,online, number of served pax,totIncome,avg income per pax
7804,57,2062,9618,7556,990,2302,-1,-1,true,2,-1,0,true,2,428,214.0
8873,30,3998,11641,7643,1441,1950,-1,-1,true,2,-1,-100,true,0,0,NaN
7339,92,3998,12982,8984,1070,1768,-1,-1,true,2,-1,-100,true,0,0,NaN
6944,42,3998,11651,7653,1840,1048,-1,-1,true,2,-1,-100,true,0,0,NaN
10742,76,1937,10728,8791,935,1732,-1,-1,true,2,-1,0,true,4,153,38.25
10307,30,2569,11109,8540,1778,1920,-1,-1,true,2,-1,0,true,2,137,68.5
10469,104,4000,12152,8152,988,1365,-1,-1,true,2,-1,-100,true,0,0,NaN
9757,36,4002,11982,7980,231,1064,-1,-1,true,2,-1,-100,true,0,0,NaN
5473,78,4003,12957,8954,1828,1666,-1,-1,true,2,-1,-100,true,0,0,NaN
148,51,4003,12536,8533,1020,1083,-1,-1,true,2,-1,-100,true,0,0,NaN
8788,74,3086,11941,8855,735,2078,-1,-1,true,2,-1,0,true,1,95,95.0
10194,74,4005,12844,8839,420,533,-1,-1,true,2,-1,-100,true,0,0,NaN
8649,37,3271,11733,8462,1125,1780,-1,-1,true,2,-1,0,true,1,105,105.0
6355,55,2619,10946,8327,35,1417,-1,-1,true,2,-1,0,true,2,368,184.0
7583,121,4008,11765,7757,1062,332,-1,-1,true,2,-1,-100,true,0,0,NaN
2488,100,4008,12826,8818,47,2135,-1,-1,true,2,-1,-100,true,0,0,NaN
5655,106,3201,11548,8347,852,2151,-1,-1,true,2,-1,0,true,1,118,118.0
8100,74,2065,9718,7653,1481,1590,-1,-1,true,2,-1,0,true,1,48,48.0
7366,20,3457,12314,8857,1314,8502,-1,-1,true,2,-1,0,true,1,873,873.0
1825,98,4011,11883,7872,1113,884,-1,-1,true,2,-1,-100,true,0,0,NaN
1062,40,4011,12873,8862,2225,5688,-1,-1,true,2,-1,-100,true,0,0,NaN
6858,95,4012,11821,7809,645,1350,-1,-1,true,2,-1,-100,true,0,0,NaN
1721,112,4012,12523,8511,760,1218,-1,-1,true,2,-1,-100,true,0,0,NaN
4443,51,4013,12839,8826,295,2220,-1,-1,true,2,-1,-100,true,0,0,NaN
560,77,4013,12756,8743,671,2315,-1,-1,true,2,-1,-100,true,0,0,NaN
7958,197,4014,12626,8612,1057,614,-1,-1,true,2,-1,-100,true,0,0,NaN
1268,42,2109,10715,8606,504,2806,-1,-1,true,2,-1,0,true,3,583,194.33333333333334
2156,46,4016,12416,8400,1465,854,-1,-1,true,2,-1,-100,true,0,0,NaN
471,88,2857,11087,8230,1911,101,-1,-1,true,2,-1,0,true,2,293,146.5
5528,83,4018,11666,7648,219,1697,-1,-1,true,2,-1,-100,true,0,0,NaN
4117,38,4018,12521,8503,459,1902,-1,-1,true,2,-1,-100,true,0,0,NaN
436,90,4018,12843,8825,242,1794,-1,-1,true,2,-1,-100,true,0,0,NaN
11014,21,4019,12536,8517,1118,1953,-1,-1,true,2,-1,-100,true,0,0,NaN
10301,61,4019,12308,8289,728,2335,-1,-1,true,2,-1,-100,true,0,0,NaN
8650,68,4019,12893,8874,850,1715,-1,-1,true,2,-1,-100,true,0,0,NaN
8589,12,4019,11984,7965,1380,1571,-1,-1,true,2,-1,-100,true,0,0,NaN
9086,188,4020,12874,8854,668,1287,-1,-1,true,2,-1,-100,true,0,0,NaN
10454,28,4021,11229,7208,1250,2168,-1,-1,true,2,-1,-100,true,0,0,NaN
6790,63,4021,11518,7497,1790,402,-1,-1,true,2,-1,-100,true,0,0,NaN
3331,63,4021,11682,7661,2192,921,-1,-1,true,2,-1,-100,true,0,0,NaN
5349,77,3520,12070,8550,175,1405,-1,-1,true,2,-1,0,true,1,98,98.0
6031,82,2815,11270,8455,686,2219,-1,-1,true,2,-1,0,true,1,180,180.0
6836,21,1774,9965,8191,1130,1665,-1,-1,true,2,-1,0,true,2,239,119.5
3252,96,2398,10551,8153,567,1161,-1,-1,true,2,-1,0,true,1,74,74.0
1511,39,4024,12325,8301,1097,1648,-1,-1,true,2,-1,-100,true,0,0,NaN
5649,128,2724,11630,8906,120,2181,-1,-1,true,2,-1,0,true,2,376,188.0
8511,44,4025,11612,7587,1803,933,-1,-1,true,2,-1,-100,true,0,0,NaN
5742,72,4025,12658,8633,428,1819,-1,-1,true,2,-1,-100,true,0,0,NaN
4826,39,4025,11301,7276,442,2461,-1,-1,true,2,-1,-100,true,0,0,NaN
551,41,4026,12389,8363,1834,375,-1,-1,true,2,-1,-100,true,0,0,NaN
10736,68,1183,10068,8885,855,2214,-1,-1,true,2,-1,0,true,2,408,204.0
6339,57,4027,12316,8289,818,1662,-1,-1,true,2,-1,-100,true,0,0,NaN
1985,109,4028,12298,8270,1757,646,-1,-1,true,2,-1,-100,true,0,0,NaN
1295,64,4028,12423,8395,664,390,-1,-1,true,2,-1,-100,true,0,0,NaN
1137,80,3412,10838,7426,974,2515,-1,-1,true,2,-1,0,true,1,155,155.0
6674,18,4029,11946,7917,2001,998,-1,-1,true,2,-1,-100,true,0,0,NaN
3908,22,4029,12886,8857,1588,2528,-1,-1,true,2,-1,-100,true,0,0,NaN
10847,69,4030,12012,7982,961,1000,-1,-1,true,2,-1,-100,true,0,0,NaN
8792,161,4030,12869,8839,1114,255,-1,-1,true,2,-1,-100,true,0,0,NaN
3494,107,4031,11866,7835,2430,468,-1,-1,true,2,-1,-100,true,0,0,NaN
1790,92,4031,11471,7440,1084,1875,-1,-1,true,2,-1,-100,true,0,0,NaN
11237,115,4033,12542,8509,43,1548,-1,-1,true,2,-1,-100,true,0,0,NaN
9723,59,4033,12333,8300,2346,2259,-1,-1,true,2,-1,-100,true,0,0,NaN
8866,105,4033,12951,8918,1239,736,-1,-1,true,2,-1,-100,true,0,0,NaN
6204,183,4033,11889,7856,124,1211,-1,-1,true,2,-1,-100,true,0,0,NaN
1032,104,4033,11338,7305,632,2099,-1,-1,true,2,-1,-100,true,0,0,NaN
6525,101,1748,9023,7275,289,762,-1,-1,true,2,-1,0,true,2,355,177.5
3534,101,4034,11690,7656,0,865,-1,-1,true,2,-1,-100,true,0,0,NaN
1919,196,4034,11948,7914,0,1021,-1,-1,true,2,-1,-100,true,0,0,NaN
3010,88,3248,11416,8168,563,1592,-1,-1,true,2,-1,0,true,1,115,115.0
11066,12,4035,12561,8526,1170,1354,-1,-1,true,2,-1,-100,true,0,0,NaN
10943,138,2063,9723,7660,1544,752,-1,-1,true,2,-1,0,true,1,150,150.0
8683,34,4038,12494,8456,1375,1251,-1,-1,true,2,-1,-100,true,0,0,NaN
6876,68,4038,11750,7712,895,1164,-1,-1,true,2,-1,-100,true,0,0,NaN
10289,94,4040,12588,8548,1524,182,-1,-1,true,2,-1,-100,true,0,0,NaN
1880,119,1322,9750,8428,1231,1513,-1,-1,true,2,-1,0,true,2,185,92.5
6233,109,4041,11285,7244,1193,1840,-1,-1,true,2,-1,-100,true,0,0,NaN
5932,42,2557,11001,8444,1496,2027,-1,-1,true,2,-1,0,true,1,141,141.0
9889,31,4042,11955,7913,2178,2012,-1,-1,true,2,-1,-100,true,0,0,NaN
7778,93,4042,12913,8871,620,2534,-1,-1,true,2,-1,-100,true,0,0,NaN
4754,42,4042,11858,7816,1618,2772,-1,-1,true,2,-1,-100,true,0,0,NaN
615,43,4042,12602,8560,1592,1895,-1,-1,true,2,-1,-100,true,0,0,NaN
10350,278,4043,11888,7845,240,84,-1,-1,true,2,-1,-100,true,0,0,NaN
7963,22,4044,12029,7985,1106,1650,-1,-1,true,2,-1,-100,true,0,0,NaN
8074,49,3283,12200,8917,1408,1785,-1,-1,true,2,-1,0,true,1,90,90.0
5022,40,4047,12353,8306,2080,881,-1,-1,true,2,-1,-100,true,0,0,NaN
4562,44,3071,11459,8388,998,2744,-1,-1,true,2,-1,0,true,1,179,179.0
10240,120,4048,12568,8520,240,1686,-1,-1,true,2,-1,-100,true,0,0,NaN
6223,36,4048,11429,7381,2244,0,-1,-1,true,2,-1,-100,true,0,0,NaN
3674,43,4048,11916,7868,1730,1748,-1,-1,true,2,-1,-100,true,0,0,NaN
360,89,4048,11622,7574,240,2416,-1,-1,true,2,-1,-100,true,0,0,NaN
3702,106,4049,12288,8239,835,1826,-1,-1,true,2,-1,-100,true,0,0,NaN
1543,117,4049,12165,8116,727,1989,-1,-1,true,2,-1,-100,true,0,0,NaN
8102,19,3203,11537,8334,1578,1756,-1,-1,true,2,-1,0,true,2,190,95.0
6464,80,3095,10578,7483,1877,794,-1,-1,true,2,-1,0,true,1,171,171.0
66,58,2666,9966,7300,932,890,-1,-1,true,2,-1,0,true,1,41,41.0
2178,118,3250,10861,7611,374,2674,-1,-1,true,2,-1,0,true,1,183,183.0
1975,84,4051,12258,8207,1332,1174,-1,-1,true,2,-1,-100,true,0,0,NaN
949,59,4051,12005,7954,1073,1932,-1,-1,true,2,-1,-100,true,0,0,NaN
10292,73,4052,12186,8134,1245,396,-1,-1,true,2,-1,-100,true,0,0,NaN
8854,88,4052,11815,7763,1100,477,-1,-1,true,2,-1,-100,true,0,0,NaN
8357,153,4052,13007,8955,1304,240,-1,-1,true,2,-1,-100,true,0,0,NaN
2059,34,4052,11319,7267,2034,557,-1,-1,true,2,-1,-100,true,0,0,NaN
4265,115,2473,10400,7927,652,1370,-1,-1,true,2,-1,0,true,2,414,207.0
5229,58,2435,10462,8027,1412,7689,-1,-1,true,2,-1,0,true,4,3435,858.75
2131,126,2655,10115,7460,2474,434,-1,-1,true,2,-1,0,true,2,204,102.0
10322,24,4054,12397,8343,2463,1956,-1,-1,true,2,-1,-100,true,0,0,NaN
722,116,4054,12075,8021,1322,1456,-1,-1,true,2,-1,-100,true,0,0,NaN
10712,187,4055,12056,8001,699,660,-1,-1,true,2,-1,-100,true,0,0,NaN
10833,91,1664,10241,8577,532,2120,-1,-1,true,2,-1,0,true,4,504,126.0
3449,72,4056,11306,7250,1750,485,-1,-1,true,2,-1,-100,true,0,0,NaN
3163,88,4056,11374,7318,115,2124,-1,-1,true,2,-1,-100,true,0,0,NaN
8760,48,1668,9962,8294,639,2683,-1,-1,true,2,-1,0,true,2,354,177.0
1678,59,2716,10768,8052,1026,2801,-1,-1,true,2,-1,0,true,1,183,183.0
381,73,2054,9690,7636,722,2078,-1,-1,true,2,-1,0,true,1,270,270.0
3442,103,4059,11282,7223,1346,1692,-1,-1,true,2,-1,-100,true,0,0,NaN
9541,77,4061,12442,8381,637,2049,-1,-1,true,2,-1,-100,true,0,0,NaN
9083,48,4061,12815,8754,1532,1898,-1,-1,true,2,-1,-100,true,0,0,NaN
5920,131,4061,13003,8942,1403,1395,-1,-1,true,2,-1,-100,true,0,0,NaN
1606,113,4061,12525,8464,535,2070,-1,-1,true,2,-1,-100,true,0,0,NaN
10824,62,4062,12703,8641,1969,1407,-1,-1,true,2,-1,-100,true,0,0,NaN
6432,22,4062,12366,8304,459,3319,-1,-1,true,2,-1,-100,true,0,0,NaN
11561,50,4064,12724,8660,1022,701,-1,-1,true,2,-1,-100,true,0,0,NaN
9107,32,4065,11961,7896,1268,1157,-1,-1,true,2,-1,-100,true,0,0,NaN
3421,48,4065,12774,8709,2090,1127,-1,-1,true,2,-1,-100,true,0,0,NaN
11516,71,2566,10414,7848,1647,1446,-1,-1,true,2,-1,0,true,1,83,83.0
2532,32,4066,12039,7973,983,972,-1,-1,true,2,-1,-100,true,0,0,NaN
6311,57,1980,10121,8141,1229,2018,-1,-1,true,2,-1,0,true,2,282,141.0
1791,86,4067,11299,7232,449,1749,-1,-1,true,2,-1,-100,true,0,0,NaN
7478,9,4068,12190,8122,1625,1494,-1,-1,true,2,-1,-100,true,0,0,NaN
9256,48,4069,11534,7465,1126,1953,-1,-1,true,2,-1,-100,true,0,0,NaN
1812,147,4069,12774,8705,1914,30,-1,-1,true,2,-1,-100,true,0,0,NaN
1384,131,4069,12514,8445,1125,313,-1,-1,true,2,-1,-100,true,0,0,NaN
11985,74,4070,12371,8301,1863,363,-1,-1,true,2,-1,-100,true,0,0,NaN
7733,134,4070,12694,8624,770,755,-1,-1,true,2,-1,-100,true,0,0,NaN
4169,97,4070,12639,8569,816,2566,-1,-1,true,2,-1,-100,true,0,0,NaN
4128,66,4070,13057,8987,466,2703,-1,-1,true,2,-1,-100,true,0,0,NaN
72,94,4070,11716,7646,1117,1487,-1,-1,true,2,-1,-100,true,0,0,NaN
4406,115,4071,12263,8192,764,1531,-1,-1,true,2,-1,-100,true,0,0,NaN
1720,96,4071,12972,8901,2329,466,-1,-1,true,2,-1,-100,true,0,0,NaN
3224,138,3029,11128,8099,1034,773,-1,-1,true,2,-1,0,true,1,50,50.0
1996,22,2422,10994,8572,2232,2042,-1,-1,true,2,-1,0,true,1,171,171.0
7218,98,4073,13070,8997,1358,2775,-1,-1,true,2,-1,-100,true,0,0,NaN
7009,63,4073,11946,7873,819,702,-1,-1,true,2,-1,-100,true,0,0,NaN
5596,56,4073,11825,7752,954,1521,-1,-1,true,2,-1,-100,true,0,0,NaN
9849,110,2283,11114,8831,53,2009,-1,-1,true,2,-1,0,true,2,207,103.5
5741,70,2035,10547,8512,665,1865,-1,-1,true,2,-1,0,true,2,379,189.5
7011,170,1557,9783,8226,791,949,-1,-1,true,2,-1,0,true,4,412,103.0
4628,42,4075,11716,7641,2349,1160,-1,-1,true,2,-1,-100,true,0,0,NaN
11833,48,2353,10035,7682,1088,3298,-1,-1,true,2,-1,0,true,1,227,227.0
10042,89,4076,11718,7642,1027,2016,-1,-1,true,2,-1,-100,true,0,0,NaN
8607,55,4076,11487,7411,1106,2239,-1,-1,true,2,-1,-100,true,0,0,NaN
5967,52,4077,12158,8081,2094,1660,-1,-1,true,2,-1,-100,true,0,0,NaN
5098,89,4077,12091,8014,1552,1027,-1,-1,true,2,-1,-100,true,0,0,NaN
10695,71,4079,12539,8460,1198,1749,-1,-1,true,2,-1,-100,true,0,0,NaN
7701,42,4079,12949,8870,1668,877,-1,-1,true,2,-1,-100,true,0,0,NaN
11630,235,4080,11291,7211,838,744,-1,-1,true,2,-1,-100,true,0,0,NaN
1795,48,4081,12151,8070,1540,1158,-1,-1,true,2,-1,-100,true,0,0,NaN
3508,148,4082,11885,7803,605,1430,-1,-1,true,2,-1,-100,true,0,0,NaN
11087,70,4083,12769,8686,1766,1426,-1,-1,true,2,-1,-100,true,0,0,NaN
6597,67,4083,11825,7742,1783,780,-1,-1,true,2,-1,-100,true,0,0,NaN
3127,120,4083,12832,8749,754,120,-1,-1,true,2,-1,-100,true,0,0,NaN
1565,82,3098,11236,8138,1501,1887,-1,-1,true,2,-1,0,true,2,134,67.0
4954,95,4084,11387,7303,366,2369,-1,-1,true,2,-1,-100,true,0,0,NaN
3738,34,4084,12536,8452,2060,2031,-1,-1,true,2,-1,-100,true,0,0,NaN
1766,92,2841,11526,8685,535,2579,-1,-1,true,2,-1,0,true,1,174,174.0
7750,46,1485,10027,8542,1254,1697,-1,-1,true,2,-1,0,true,2,412,206.0
7487,82,4085,11445,7360,956,1299,-1,-1,true,2,-1,-100,true,0,0,NaN
8333,100,4086,11920,7834,0,2137,-1,-1,true,2,-1,-100,true,0,0,NaN
7983,26,4086,12927,8841,1582,933,-1,-1,true,2,-1,-100,true,0,0,NaN
5646,9,4086,11822,7736,641,3240,-1,-1,true,2,-1,-100,true,0,0,NaN
4984,144,4087,11548,7461,159,1018,-1,-1,true,2,-1,-100,true,0,0,NaN
1941,22,4088,12919,8831,2148,1874,-1,-1,true,2,-1,-100,true,0,0,NaN
8626,23,4089,12714,8625,881,1542,-1,-1,true,2,-1,-100,true,0,0,NaN
8400,72,4089,12010,7921,120,2645,-1,-1,true,2,-1,-100,true,0,0,NaN
2908,79,4089,13001,8912,380,934,-1,-1,true,2,-1,-100,true,0,0,NaN
2534,87,4089,12805,8716,697,1430,-1,-1,true,2,-1,-100,true,0,0,NaN
8212,29,2373,9649,7276,1200,2877,-1,-1,true,2,-1,0,true,2,372,186.0
6628,13,4090,11520,7430,222,1584,-1,-1,true,2,-1,-100,true,0,0,NaN
3414,100,4090,11684,7594,779,2059,-1,-1,true,2,-1,-100,true,0,0,NaN
96,90,4090,12423,8333,1083,757,-1,-1,true,2,-1,-100,true,0,0,NaN
5864,107,2440,10228,7788,937,8599,-1,-1,true,2,-1,0,true,2,1645,822.5
9470,63,4091,12682,8591,480,1726,-1,-1,true,2,-1,-100,true,0,0,NaN
4160,23,4091,11827,7736,1410,2064,-1,-1,true,2,-1,-100,true,0,0,NaN
356,28,2637,10909,8272,361,3112,-1,-1,true,2,-1,0,true,1,186,186.0
3795,47,4092,12285,8193,2453,1725,-1,-1,true,2,-1,-100,true,0,0,NaN
5016,63,4093,11888,7795,1861,1547,-1,-1,true,2,-1,-100,true,0,0,NaN
4481,151,4093,12441,8348,357,1542,-1,-1,true,2,-1,-100,true,0,0,NaN
3272,116,4093,12425,8332,1209,1361,-1,-1,true,2,-1,-100,true,0,0,NaN
10832,77,2553,10552,7999,1725,1222,-1,-1,true,2,-1,0,true,3,309,103.0
3204,46,2607,11453,8846,1708,2093,-1,-1,true,2,-1,0,true,1,92,92.0
9782,64,4096,12205,8109,1500,1937,-1,-1,true,2,-1,-100,true,0,0,NaN
3591,40,4096,12642,8546,1303,1213,-1,-1,true,2,-1,-100,true,0,0,NaN
1438,58,2564,11497,8933,1253,1682,-1,-1,true,2,-1,0,true,2,59,29.5
4014,84,4097,12322,8225,637,1583,-1,-1,true,2,-1,-100,true,0,0,NaN
3157,124,4097,11624,7527,1352,581,-1,-1,true,2,-1,-100,true,0,0,NaN
552,42,4097,12869,8772,1890,1569,-1,-1,true,2,-1,-100,true,0,0,NaN
781,13,2919,10129,7210,1767,1972,-1,-1,true,2,-1,0,true,1,69,69.0
2636,36,1653,10375,8722,2115,2637,-1,-1,true,2,-1,0,true,3,395,131.66666666666666
4216,38,4098,12989,8891,2114,1504,-1,-1,true,2,-1,-100,true,0,0,NaN
8079,80,4099,12492,8393,1588,1315,-1,-1,true,2,-1,-100,true,0,0,NaN
814,98,4099,11364,7265,1241,1127,-1,-1,true,2,-1,-100,true,0,0,NaN
6321,124,2990,10452,7462,1371,1573,-1,-1,true,2,-1,0,true,2,206,103.0
4157,61,4100,11746,7646,1586,1925,-1,-1,true,2,-1,-100,true,0,0,NaN
8990,70,2926,10952,8026,1136,2787,-1,-1,true,2,-1,0,true,2,269,134.5
4094,32,2769,11258,8489,1173,2679,-1,-1,true,2,-1,0,true,1,148,148.0
8781,88,4101,11870,7769,587,8179,-1,-1,true,2,-1,-100,true,0,0,NaN
3836,160,4101,12773,8672,612,1590,-1,-1,true,2,-1,-100,true,0,0,NaN
812,107,4101,11636,7535,1307,2008,-1,-1,true,2,-1,-100,true,0,0,NaN
365,78,4101,13039,8938,1290,2702,-1,-1,true,2,-1,-100,true,0,0,NaN
3490,112,4102,11392,7290,1673,8210,-1,-1,true,2,-1,-100,true,0,0,NaN
3311,99,4102,11705,7603,239,2096,-1,-1,true,2,-1,-100,true,0,0,NaN
11982,54,1748,10591,8843,1105,2936,-1,-1,true,2,-1,0,true,2,416,208.0
3022,64,2521,11474,8953,930,2311,-1,-1,true,2,-1,0,true,2,303,151.5
11966,44,4103,12277,8174,1143,1614,-1,-1,true,2,-1,-100,true,0,0,NaN
11617,100,4103,12976,8873,120,2507,-1,-1,true,2,-1,-100,true,0,0,NaN
4466,93,4104,12827,8723,1536,2345,-1,-1,true,2,-1,-100,true,0,0,NaN
2934,138,4105,12262,8157,193,1428,-1,-1,true,2,-1,-100,true,0,0,NaN
553,7,1035,9153,8118,1043,2051,-1,-1,true,2,-1,0,true,2,262,131.0
1661,12,4106,11617,7511,544,2038,-1,-1,true,2,-1,-100,true,0,0,NaN
1591,109,4106,11507,7401,551,2070,-1,-1,true,2,-1,-100,true,0,0,NaN
5617,105,4107,11906,7799,1276,188,-1,-1,true,2,-1,-100,true,0,0,NaN
4656,63,4107,12921,8814,1379,1836,-1,-1,true,2,-1,-100,true,0,0,NaN
5738,76,4108,11597,7489,67,1516,-1,-1,true,2,-1,-100,true,0,0,NaN
3403,70,4109,12887,8778,1167,1247,-1,-1,true,2,-1,-100,true,0,0,NaN
2394,26,4110,11941,7831,801,1123,-1,-1,true,2,-1,-100,true,0,0,NaN
1157,83,1878,10000,8122,1500,617,-1,-1,true,2,-1,0,true,2,322,161.0
5546,11,4111,12142,8031,1420,1536,-1,-1,true,2,-1,-100,true,0,0,NaN
5822,211,4112,12974,8862,759,237,-1,-1,true,2,-1,-100,true,0,0,NaN
10816,79,3617,11567,7950,913,1921,-1,-1,true,2,-1,0,true,1,107,107.0
6914,83,3610,10838,7228,564,2767,-1,-1,true,2,-1,0,true,1,201,201.0
4592,54,4113,11919,7806,1252,1989,-1,-1,true,2,-1,-100,true,0,0,NaN
493,70,4113,11469,7356,905,2475,-1,-1,true,2,-1,-100,true,0,0,NaN
11530,64,1813,10212,8399,2130,2626,-1,-1,true,2,-1,0,true,4,655,163.75
10291,69,4114,11888,7774,910,120,-1,-1,true,2,-1,-100,true,0,0,NaN
10205,77,4114,11977,7863,745,862,-1,-1,true,2,-1,-100,true,0,0,NaN
601,86,3686,11431,7745,1986,1080,-1,-1,true,2,-1,0,true,1,85,85.0
4100,61,2877,10503,7626,1386,850,-1,-1,true,2,-1,0,true,1,148,148.0
11942,84,2980,11527,8547,759,2085,-1,-1,true,2,-1,0,true,1,127,127.0
4935,41,4116,11866,7750,1763,1699,-1,-1,true,2,-1,-100,true,0,0,NaN
10722,88,2550,11437,8887,0,1739,-1,-1,true,2,-1,0,true,1,241,241.0
1066,2,4117,11824,7707,598,2406,-1,-1,true,2,-1,-100,true,0,0,NaN
4823,24,3357,11712,8355,1982,1744,-1,-1,true,2,-1,0,true,1,103,103.0
9639,87,4118,11694,7576,218,2100,-1,-1,true,2,-1,-100,true,0,0,NaN
9144,23,4118,12249,8131,902,3020,-1,-1,true,2,-1,-100,true,0,0,NaN
1387,78,4118,12433,8315,678,1542,-1,-1,true,2,-1,-100,true,0,0,NaN
11813,61,4119,12971,8852,1742,1710,-1,-1,true,2,-1,-100,true,0,0,NaN
5771,33,4120,12332,8212,837,2378,-1,-1,true,2,-1,-100,true,0,0,NaN
2640,131,4120,11655,7535,1497,1682,-1,-1,true,2,-1,-100,true,0,0,NaN
1581,40,4120,12467,8347,1186,2480,-1,-1,true,2,-1,-100,true,0,0,NaN
6873,52,2417,10563,8146,1657,2739,-1,-1,true,2,-1,0,true,1,157,157.0
784,39,4121,11898,7777,788,649,-1,-1,true,2,-1,-100,true,0,0,NaN
5153,84,4123,11345,7222,454,3535,-1,-1,true,2,-1,-100,true,0,0,NaN
11930,19,4124,11439,7315,1429,1235,-1,-1,true,2,-1,-100,true,0,0,NaN
7045,50,4124,12018,7894,1962,249,-1,-1,true,2,-1,-100,true,0,0,NaN
10859,155,4126,12565,8439,135,993,-1,-1,true,2,-1,-100,true,0,0,NaN
6465,140,4126,11493,7367,925,592,-1,-1,true,2,-1,-100,true,0,0,NaN
3944,72,4126,11486,7360,1694,345,-1,-1,true,2,-1,-100,true,0,0,NaN
3801,61,2212,9647,7435,1844,917,-1,-1,true,2,-1,0,true,1,262,262.0
4148,42,4127,13014,8887,1450,727,-1,-1,true,2,-1,-100,true,0,0,NaN
10160,62,4128,11619,7491,2164,1198,-1,-1,true,2,-1,-100,true,0,0,NaN
2338,60,2686,10868,8182,1014,2086,-1,-1,true,2,-1,0,true,2,302,151.0
3083,82,4131,11791,7660,498,1827,-1,-1,true,2,-1,-100,true,0,0,NaN
4917,16,3266,12211,8945,1911,1572,-1,-1,true,2,-1,0,true,1,42,42.0
8472,122,4132,12668,8536,1004,1612,-1,-1,true,2,-1,-100,true,0,0,NaN
4146,66,4132,11447,7315,338,1761,-1,-1,true,2,-1,-100,true,0,0,NaN
8089,151,2717,10250,7533,1204,1124,-1,-1,true,2,-1,0,true,1,115,115.0
11088,50,4133,12644,8511,1998,421,-1,-1,true,2,-1,-100,true,0,0,NaN
7197,108,4133,12556,8423,1745,1210,-1,-1,true,2,-1,-100,true,0,0,NaN
6282,42,4133,11950,7817,2481,83,-1,-1,true,2,-1,-100,true,0,0,NaN
6363,18,521,8792,8271,1637,1848,-1,-1,true,2,-1,0,true,5,478,95.6
3502,228,3870,12865,8995,1231,0,-1,-1,true,2,-1,0,true,1,143,143.0
8544,87,3267,11114,7847,1538,1030,-1,-1,true,2,-1,0,true,1,155,155.0
4868,61,2252,10481,8229,242,3336,-1,-1,true,2,-1,0,true,2,386,193.0
11138,80,4134,11697,7563,1269,2248,-1,-1,true,2,-1,-100,true,0,0,NaN
6147,48,4134,12891,8757,1368,1814,-1,-1,true,2,-1,-100,true,0,0,NaN
5090,95,4134,12702,8568,2220,933,-1,-1,true,2,-1,-100,true,0,0,NaN
11866,74,4135,12598,8463,2140,1091,-1,-1,true,2,-1,-100,true,0,0,NaN
9278,20,4137,11650,7513,1195,908,-1,-1,true,2,-1,-100,true,0,0,NaN
1408,16,4138,12777,8639,2627,961,-1,-1,true,2,-1,-100,true,0,0,NaN
9101,18,4139,13114,8975,1726,2959,-1,-1,true,2,-1,-100,true,0,0,NaN
7507,124,4139,12123,7984,360,1286,-1,-1,true,2,-1,-100,true,0,0,NaN
635,96,4139,12448,8309,152,2515,-1,-1,true,2,-1,-100,true,0,0,NaN
2832,77,2172,10895,8723,931,3088,-1,-1,true,2,-1,0,true,4,616,154.0
708,16,4140,11412,7272,1473,2462,-1,-1,true,2,-1,-100,true,0,0,NaN
11049,15,2742,10188,7446,1841,1122,-1,-1,true,2,-1,0,true,1,125,125.0
9593,79,4141,11446,7305,591,2531,-1,-1,true,2,-1,-100,true,0,0,NaN
3998,42,2085,9451,7366,1920,1731,-1,-1,true,2,-1,0,true,4,416,104.0
6351,32,4143,12997,8854,931,2009,-1,-1,true,2,-1,-100,true,0,0,NaN
3244,64,83,8962,8879,1944,3032,-1,-1,true,2,-1,0,true,4,989,247.25
3169,109,4144,12764,8620,561,2202,-1,-1,true,2,-1,-100,true,0,0,NaN
11402,91,1312,9238,7926,1101,1144,-1,-1,true,2,-1,0,true,4,440,110.0
8125,113,4145,11600,7455,341,1478,-1,-1,true,2,-1,-100,true,0,0,NaN
9140,93,1592,9331,7739,1131,1490,-1,-1,true,2,-1,0,true,3,429,143.0
68,108,2747,11060,8313,528,1108,-1,-1,true,2,-1,0,true,2,136,68.0
9824,25,4147,12073,7926,2873,1884,-1,-1,true,2,-1,-100,true,0,0,NaN
10595,14,4148,12961,8813,1436,1879,-1,-1,true,2,-1,-100,true,0,0,NaN
11837,79,4149,11527,7378,1084,2662,-1,-1,true,2,-1,-100,true,0,0,NaN
8439,78,3307,12235,8928,2220,1684,-1,-1,true,2,-1,0,true,1,68,68.0
10397,18,4150,12291,8141,783,2446,-1,-1,true,2,-1,-100,true,0,0,NaN
5630,35,4150,11742,7592,1247,1916,-1,-1,true,2,-1,-100,true,0,0,NaN
5612,21,4151,12072,7921,798,1608,-1,-1,true,2,-1,-100,true,0,0,NaN
8226,28,2962,11080,8118,1012,1406,-1,-1,true,2,-1,0,true,2,141,70.5
2106,50,4153,12798,8645,9,2189,-1,-1,true,2,-1,-100,true,0,0,NaN
1287,59,4153,13012,8859,717,725,-1,-1,true,2,-1,-100,true,0,0,NaN
8522,105,4154,12747,8593,696,1244,-1,-1,true,2,-1,-100,true,0,0,NaN
8211,79,3070,11041,7971,385,2595,-1,-1,true,2,-1,0,true,2,380,190.0
4649,61,4155,12066,7911,1685,1618,-1,-1,true,2,-1,-100,true,0,0,NaN
